IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
12626-7114;20130202;insucesso;1;1;;;11;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;1;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;1;3;;;;13;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;9;;;;2;;;;;;;;;;2;;;;;3;2;64
13346-4434;20120102;insucesso;;;;;9;;;1;1;;;1;;;;;;;;;2;;;2;1;1;;;;;;;;1;1;;;1;1;;;1;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;;1;;;;;;;;;2;1;;;;;;;;;3;;;1;;;3;;1;1;;1;1;1;1;;;;;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;2;;1;;;;;58
13405-5490;20120202;SUCESSO;1;1;;;75;3;1;1;;;;7;;6;;3;1;1;;;21;1;;7;2;1;1;5;5;1;1;;5;1;1;1;;;;;;4;;;;1;;1;;;1;1;1;;;;;15;4;1;1;1;7;2;2;2;1;1;3;2;1;;;1;16;1;;;11;1;1;6;2;2;1;1;1;2;;;1;;1;;;;;55;2;2;;;;17;;;8;;3;1;1;;;;2;1;;;;14;;;11;2;4;3;2;1;26;3;;;2;2;7;2;;4;2;;3;1;1;1;;;1;1;1;;8;;;;1;9;5;2;4;4;4;1;1;;4;;3;3;;;;488
1436-6400;20130102;SUCESSO;1;;1;1;39;2;1;4;2;;;4;3;1;;;;1;;2;17;;1;4;2;;;5;5;3;1;1;;3;;;;;;;;5;1;1;1;3;;;;1;;;;;;;;9;2;;;;;;;;;;4;3;;;;;15;7;1;4;8;1;;;;;;4;3;;;;;;1;3;;3;3;39;1;;1;;;10;;;2;;;;;;;;;;;;;8;;;7;2;5;2;2;1;23;5;1;;2;2;7;3;;4;2;;2;1;1;;;;1;;;1;4;4;;;;;;;;;;;;;4;3;;;;;;337
14770-5489;20120202;insucesso;1;1;;;9;;;1;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;3;;;;2;1;1;1;;;;;;1;;1;2;;;;;;;;;;;;;;;;;4;1;;1;1;;;;;;;;;1;1;;;;;;;;;11;;;1;1;;1;;;1;;;;;;;;;;;;;1;;;1;;1;1;1;;2;1;;;;;2;1;;2;1;;1;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;70
14932-4114;20120101;insucesso;;;;;6;;;;;;;2;;;;;;;;1;1;;;;;;;;;;;;1;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;6;;;;1;;;;;;;;;;;;1;;;3;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;;;;;1;1;;;;2;1;44
15016-4433;20120102;insucesso;1;1;;;4;;;1;;;;;;;;;;;;;2;;;2;2;1;;1;1;1;;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;2;;1;;;;2;1;;2;;1;1;1;1;2;1;2;1;;;;3;;1;2;;2;;;;2;1;;;1;1;2;1;;1;1;;1;1;1;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;67
15247-6400;20130102;SUCESSO;1;1;;;52;7;2;2;;;;16;1;10;;1;;2;2;;14;;1;2;;;1;1;1;;;2;3;3;;;;;;1;1;3;;;;;;;;2;1;1;1;1;1;;;36;3;1;;2;10;;6;3;1;;6;5;4;;2;;34;4;;1;25;;;6;3;2;1;6;4;5;2;;4;;1;;;;;59;;;3;;;16;;1;3;;1;;;;;;1;1;1;;;7;;;6;;4;2;2;1;20;3;2;;;;9;3;2;7;3;2;5;3;4;1;1;1;1;1;1;;5;2;1;;;4;3;2;;;;;;;6;1;;;;2;;517
16014-5799;20130101;insucesso;;;;;8;1;;1;1;3;3;;;;;;;;;1;4;;;1;1;1;;;;;;;;;;;;;;;;3;;;;2;2;;1;;;;;;3;1;3;1;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;1;2;;1;1;7;;1;;;;1;1;;1;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;1;;;;;;;;;;;;;;;;;;;;67
17228-6401;20130102;insucesso;1;;1;1;13;1;;;;;;4;;4;;2;;;;;5;;;3;3;1;;3;3;1;;;;;;;;1;1;2;2;4;1;1;1;2;1;;;;;;;;;;;9;1;;;;3;;2;1;;;1;1;;;3;;6;1;;1;6;1;;3;2;1;;;;;;;;;;;;;;9;;2;1;;1;4;2;;3;;1;;;;1;1;2;2;;;;3;;1;3;2;1;1;1;1;3;2;1;1;2;2;1;1;1;1;1;;1;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;167
17491-4917;20120201;insucesso;1;1;;;25;1;;1;;1;;3;1;;;;;;;2;1;;;;;;;;;;;;;1;;;;1;1;;;2;;;;;;;;;1;1;1;;1;;;2;1;;;;;;;;;;;;;;;;6;1;;;1;;;;;;;;;3;;;1;1;;3;1;;;17;;1;;;;7;1;;2;;2;;;;;;;;;;1;1;;;1;;;;;;4;1;;;;;2;1;;1;1;;;;;;2;1;1;1;1;;1;;;;;1;;;1;1;;;;;2;;;;;;;121
17491-5799;20130101;insucesso;1;1;;;9;;;1;;;;2;;;;;;;;;3;;;1;;;;;;;;;;;;;;;;;;3;;;;1;;;1;;;;;;2;;1;;;;;;;;;;;;;;;;;;3;1;;1;;;;;;;;;;1;;;1;;;;;;;8;1;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;48
18398-5384;20120202;SUCESSO;2;2;;;34;;;6;;;;6;;2;;1;;;2;;8;;;;;;1;;;;;;;2;1;1;;3;3;;;7;;;;1;;;;1;1;1;1;;;;;14;4;;;;6;1;2;2;2;1;1;;;;;;16;5;2;1;8;1;;3;1;1;1;1;;3;2;;2;;;;;;;23;;;;;;3;;;1;;;;;;;;1;1;1;;;3;;;3;;1;1;1;1;11;3;2;;;;4;3;2;3;3;2;3;3;1;;1;1;2;2;2;;;;;;;;;;1;1;17;6;3;1;3;;1;1;2;;;290
18432-5799;20130101;insucesso;1;1;1;1;10;1;;2;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;4;1;1;1;;;2;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;15;;;;;;1;;;1;;;;;;;;2;2;;;;8;;;7;;2;1;1;;12;1;;;1;1;3;;;2;;;1;;;;;;1;1;1;1;1;;;;;;;;;;6;4;;;2;;;;2;1;1;118
18444-4114;20120101;insucesso;1;1;;;8;1;;2;;1;;1;;;;;;;1;;3;;;1;;;;;;;;;;;;;;1;1;;;2;;;;;;;;;1;1;1;;2;1;;3;;;;;1;;1;1;;;1;;;;;1;2;1;1;;2;;;1;1;1;;1;;1;;;1;1;;;;;;8;1;;;;;3;;;1;;;;;;;;;;;;;1;;;1;;;;;;2;;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;;;;;;;;;;;;;;73
18444-5384;20120202;insucesso;1;;1;1;8;1;;1;;3;2;;;;;;;;;;3;;;1;;;;;;;;;;;;;;;;;;4;1;1;1;2;;;;;;;;;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;;;6;1;1;1;;;1;1;1;1;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;60
18607-4917;20120201;SUCESSO;1;1;;;8;1;;;;;;1;1;;;;;;;;5;;;2;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;;;;;;;;;;;;;1;;;;;;;8;;;1;;;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;44
20796-4435;20120102;SUCESSO;1;;1;1;26;;;3;;;;3;;1;;1;;;1;;5;;;1;;;;1;;;;;1;2;1;1;;;;;;6;1;1;1;2;;;;1;;;;;2;;;9;1;;;;6;1;2;2;1;1;;;;;;1;11;;;;2;;;1;;;;;;2;;;2;;2;1;;;;27;;;3;;;10;;2;4;;3;3;1;;;;;;;;;5;;1;2;;1;1;;;6;1;;;;;3;1;;2;1;;2;1;1;;1;1;1;;;1;8;;;2;2;3;1;1;5;4;;;;;5;;3;3;;;;231
21169-6402;20130102;SUCESSO;;;;;8;;;1;;;;;;;;;;;;;4;;;1;;;1;1;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;2;;;;;;;;;1;1;2;2;1;;;5;;;4;;1;;;;16;1;1;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70
21283-7297;20130202;insucesso;1;;1;1;18;;;4;2;;;2;;1;;1;;;;;8;;;;;;;;;;;;;;;;;;;;;7;1;1;1;4;1;;;2;;;;;;;;2;;;;;1;;1;;;;;;;;1;;3;;;;2;;;1;1;;;;;;;;1;;;;;;;22;;3;1;;1;5;2;;;;;;;;;;;;;;;1;;;1;;;;;;5;;;;;;1;;;1;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;115
21321-4434;20120102;insucesso;2;2;;;32;2;2;3;;;;2;;2;;;;1;;;15;;;3;2;;;1;1;;;1;;3;;;;;;;;9;;;;;;1;;1;2;2;2;;;;;12;3;;;;1;;;;;;2;1;;;1;1;10;;;;9;3;;;;;;1;;;;;1;;;;;;;23;;2;1;;;7;1;1;5;;1;;;;1;1;1;1;;;;4;;;4;1;2;1;;;4;2;2;;;;2;1;1;1;;;;;;;;;2;2;2;;13;;;;7;4;3;1;;;8;4;2;1;5;;;;1;;;261
21361-4917;20120201;SUCESSO;3;;3;3;48;;;7;;;;2;;1;1;;;;;;15;;;2;1;;;5;5;2;1;;;;;;;1;1;;;10;2;2;2;3;;1;;2;;;;;;;;2;1;;;1;;;;;;;;;;;;;5;4;1;1;1;1;;;;;;;;;;;;;1;;;;;45;;;1;;;4;;;1;;;;;;;;;;;;;8;;;8;1;4;1;1;1;22;1;;;1;1;8;;;2;;;1;;1;1;;;3;;;3;2;;;;;1;;;3;1;;;;;2;;2;1;;2;2;276
21380-4114;20120101;insucesso;;;;;6;;;;;;;1;;;;;;;1;;4;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;1;;;1;;1;;;;;11;;;1;;;1;;;1;;;;;;;;;;;;;2;;;2;;;;;;9;2;2;;;;1;1;1;1;1;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;62
21513-5384;20120202;insucesso;1;1;;;12;;;1;;;;;;;;;;;;;4;;1;1;1;;;1;1;1;;;;;;;;;;;;8;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;8;;2;1;;;1;;;1;;;;;;;;;;;;;3;;1;2;;2;1;1;;5;3;1;1;;;3;3;1;2;1;;2;1;1;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;88
21513-6030;20130101;SUCESSO;1;1;;;21;1;;2;;;;4;;2;;;;;1;;4;;;1;;;;;;;;1;4;1;1;1;;1;1;3;3;3;;;;;;;;;1;1;1;;;;;17;;;;;2;;;;;;;;;;;1;7;;;;6;;;2;;;;;;1;1;;;;;1;;;;8;1;;1;;1;3;;;;;;;;;;;;;;;;2;;1;1;;;;;;5;;;;;;3;;;1;;;1;;;;;;1;1;1;;10;2;;1;3;6;4;;2;2;10;3;2;1;2;;1;1;;;;179
21629-5061;20120201;insucesso;1;;1;;33;3;;9;;;;7;;4;;2;;2;1;;3;;;;;;;1;;;;;1;1;1;;;;;;;15;;;;1;;1;;;;;;;;;;21;2;1;;;10;;3;3;;;4;4;;;5;1;21;;;;16;;;8;2;2;;2;2;2;1;;2;;;;;;;23;;;4;;3;8;;3;2;;1;1;;;;;1;1;1;1;;6;;;4;;3;3;2;2;5;1;1;;;;3;1;1;3;1;;2;1;2;2;;;1;;;;2;;;;1;1;1;1;4;4;1;;;;5;;4;4;1;;;321
21894-4114;20120101;insucesso;2;1;1;;17;1;;1;;3;3;;;;;;;;;1;6;;;3;1;1;;;;;;;;;;;;2;2;;;6;1;1;;1;1;;1;;1;1;1;;4;1;3;3;;;;;;;;;;;;;;2;;;5;;;;2;;;;;;;;;1;1;3;;;1;5;3;3;1;39;;;1;;;8;;1;4;;2;1;1;1;1;1;1;1;;;3;4;;;4;;3;;;;8;3;2;1;;;3;2;2;;;;;;;;2;2;2;1;1;;1;;;;;;;;;;10;6;2;1;1;;;;;;;223
21955-4603;20120102;insucesso;1;1;;;27;;;2;1;;;4;1;4;1;;;1;;;8;;;1;1;;;2;2;2;;;1;2;1;;;1;1;;;2;;;;2;1;;;;1;1;1;1;;;;6;1;;;;;;;;;;2;2;;;;;10;3;1;1;6;1;;;;;;2;2;1;;;;;4;1;1;;;22;;;1;;;4;;1;2;;;;;;;;;;;;;5;1;;4;3;2;1;1;1;9;3;;;2;2;2;2;;1;1;;1;1;1;1;1;1;1;1;1;;5;3;;;;3;1;1;2;2;4;2;1;;3;;1;1;1;;;227
22135-4114;20120101;insucesso;1;;1;;13;2;;1;;1;1;1;1;;;;;;;;3;;;1;;;;1;1;;;1;;;;;1;1;1;;;5;;;;1;;;;;;;;;1;;1;1;;;;;;;;;;;;;;;;1;4;2;;;;;;;;;;;;2;;1;1;1;;1;;1;;14;;1;1;;;5;1;;1;;;;;;;;;;;;;1;;;1;1;1;1;1;;1;1;1;1;1;1;1;1;;1;1;;1;1;;;;;1;;;;4;;;1;1;2;1;2;1;;2;1;1;1;2;;1;;1;2;1;121
22271-4917;20120201;insucesso;;;;;13;;;1;1;;;;;;;;;;;;8;;1;3;2;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;3;;;2;;1;;;;1;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54
22279-4114;20120101;insucesso;1;1;;;12;1;;1;;5;3;1;;1;1;;;;;3;;;;;;;;;;;;;;;;;1;1;1;;;6;;;;;;;;;1;1;1;;5;1;3;3;2;;;;;;;;;;2;1;;1;;;3;;;;3;2;;;;;;2;1;;;;;;;5;;3;3;2;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;1;;91
22363-4114;20120101;SUCESSO;1;;1;1;44;;;1;;;;5;;4;1;1;1;1;1;;6;;;;;;;2;2;;;3;1;2;;;;2;2;1;1;2;1;1;1;2;;1;;;;;;;;;;14;2;;;1;2;;2;2;;;1;;;;1;6;16;2;;1;13;2;;2;2;2;;1;;2;1;;;;1;;;;;18;;;1;;;2;;;;;;;;;;;;;;;;7;;1;4;;;;;;16;1;;;;;;;;;;;;;;;;;1;;;1;13;2;;1;1;7;3;1;;;21;3;1;;2;1;;;;1;;277
22423-4434;20120102;SUCESSO;1;1;;;10;;;1;;;;;;;;;;;;;5;1;;1;;;;;;;;;;;;;;;;;;5;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;1;;;;3;;;;;;;;;;;;;;;;2;;;2;;2;;;;6;2;2;;;;3;1;1;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;68
22433-4434;20120102;insucesso;1;;1;1;10;2;1;1;;;;1;;1;;1;;;;;3;;;1;;;;;;;;;;;;;;;;;;5;1;1;1;;;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;2;;;;1;;;1;;;;;;;;;1;;;;;;;12;1;1;1;;;3;1;;;;;;;;;;;;;;;1;;;1;;;;;;5;;;;;;1;;;1;;;1;;1;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;74
22483-6030;20130101;insucesso;1;1;;;7;1;;4;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;6;;;;1;;1;1;2;1;1;1;;3;;3;1;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;1;1;1;;;2;;1;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;;;1;;;;1;;;;1;;;57
22525-4435;20120102;SUCESSO;2;1;1;;13;1;;1;;6;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;10;1;1;;1;;1;;;1;1;1;;7;;6;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;64
22559-5384;20120202;SUCESSO;1;;1;1;9;;;4;;;;;;;;;;;;;2;;;1;1;;;;;;;;;;;;;1;1;;;5;1;1;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;1;;;;;;;3;1;;;;;1;;;1;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;49
22607-5384;20120202;insucesso;1;1;1;1;10;;;3;1;;;3;;1;;;;1;;;1;;1;;;;;;;;;;;;;;;1;1;1;1;5;1;1;1;2;1;;;;1;1;1;;;;;6;2;2;;;2;;2;1;;;1;1;;;;;5;1;;;3;1;;1;1;1;;1;1;1;;;;;;;;;;3;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;2;1;;;;;1;;1;1;;;;92
22612-4603;20120102;insucesso;1;;1;1;12;1;1;2;1;;;;;;;;;;;;7;;1;1;;;;;;;;1;;;;;;;;;;6;1;1;1;3;1;1;;2;;;;;;;;1;;;;;;;;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;;;9;;2;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;70
22659-5490;20120202;insucesso;1;;1;1;48;9;3;;;2;1;6;;3;;;;2;3;14;11;;1;5;3;2;1;;;;;;;;;;;1;1;;;1;1;1;1;;;;1;;;;;;2;1;1;24;7;;;;3;;2;1;;;18;13;;11;;1;27;4;;1;23;7;;2;2;1;;16;12;6;4;7;3;3;;26;11;19;16;23;4;;5;;2;11;;3;6;;4;4;3;2;1;;2;;;;6;4;1;;2;1;1;1;1;1;3;1;;;;;3;;;2;;;2;;2;2;3;3;1;;;1;1;1;;;;1;;;;;;;;;;;;;;;;512
22700-5489;20120202;SUCESSO;1;;1;1;6;;;1;;;;1;;1;;;;;;;3;;;1;1;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;;;1;1;;;3;1;1;1;;;;;;;;;;;;;1;2;;;;1;1;1;;;;;;;;;;;;1;;;;;4;;;2;;1;2;;2;2;2;;;;;;;;;;;;1;;;1;;1;1;1;;2;;;;;;1;;;1;;;1;;;;;;1;;;1;5;1;1;1;1;;;;;;;;;;;;;;;;;74
22787-4435;20120102;SUCESSO;1;1;;;12;;;1;;2;;1;;;;;;;;;4;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;1;1;1;;2;;2;7;;;;;2;;1;1;1;1;1;1;;;;1;4;2;1;;2;;;;;;;;;;;;1;;;;;;;16;;1;1;;1;3;;;1;;;;;;;;2;2;2;;;2;;;2;;2;2;2;2;2;;;;;;2;;;2;;;2;;2;1;;;1;1;1;;1;;;1;;;;;1;1;;;;;1;;1;1;;;;121
22977-4434;20120102;insucesso;1;;1;;49;;;6;2;;;14;;6;;3;;1;3;1;14;;;8;6;3;1;1;1;;;;;1;;;;2;2;;;11;1;1;;5;3;;;;;;;;1;;;10;;;;;6;;4;2;;;3;1;;;;;21;6;3;2;9;;;6;4;2;;1;;4;2;;3;2;;1;;;;26;2;2;5;5;;16;1;5;11;;6;4;4;4;2;1;3;2;2;2;1;5;2;;3;;3;3;3;2;5;3;2;1;1;1;4;2;1;4;2;;4;2;3;3;;;1;;;;;;;;;2;;2;1;1;9;1;1;;6;3;1;1;1;;;433
22977-5799;20130101;insucesso;1;;1;;22;2;;1;;;;5;;1;;1;;;;;4;;;2;1;1;;1;;;;;1;1;1;;;;;;;3;1;1;;1;;;;1;;;;;;;;2;1;;;1;1;;;;;;;;;;;;9;3;;;2;1;;1;;;;;;;;;1;1;;1;;;;12;;1;2;1;1;7;;1;4;;3;3;2;1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;2;1;1;;;;;1;;1;1;;;;130
23182-4433;20120102;insucesso;1;;1;1;4;;;;;2;2;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;1;1;;;;;;;;;2;;2;1;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;32
23182-6030;20130101;insucesso;1;;1;1;5;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;3;;;;;;;;;1;;1;;;;;1;;1;;;;;;;4;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;35
23467-4433;20120102;SUCESSO;1;;1;1;10;;;2;;;;;;;;;;;;;6;2;;;;;2;;;;;;;1;1;;;;;;;7;;;;;;;;;;;;;;;;3;1;;;1;2;1;1;;;;1;1;1;;1;;3;;;;3;;;2;1;;;1;;1;1;;1;;;;;;;10;;3;2;;1;3;;1;1;1;;;;;;;2;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;;;;1;;;;1;;;;;;2;;1;;;;;97
23668-5490;20120202;insucesso;1;;1;1;12;1;1;1;1;;;;;;;;;;;;7;;;1;1;1;2;;;;;;;;;;;;;1;1;2;1;1;1;1;;;;;;;;;;;;6;1;;;1;2;;1;;;;1;;;;;;4;1;;1;2;;;1;1;;;;;;;1;;;;1;;1;;11;;;;;;1;;;1;;1;1;1;;1;1;2;2;1;1;;4;;1;3;;1;1;;;7;1;1;1;;;3;1;1;3;1;;2;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;121
24082-4114;20120101;insucesso;1;1;;;7;;;2;;1;;;;;;;;;;;2;;;2;2;;;;;;;;;;;;1;;;;;6;;;;1;1;1;;2;1;1;1;;2;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;8;;2;;;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;2;;2;;;4;1;;;1;;;;;2;1;71
24082-4603;20120102;SUCESSO;1;1;;;8;1;;1;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;2;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;10;3;1;;;;;;;;;;;;1;;;;;2;;42
24192-6401;20130102;SUCESSO;1;;1;1;15;1;;4;;;;2;;2;;2;1;;;;6;;;3;1;;;;;;;;;;;;;;;;;5;1;1;1;;;1;;;;;;;;;;5;1;;;;3;1;1;1;;;;;;;;3;4;;;;4;;;3;1;1;;;;;;;;;;;;;;17;;1;;;;7;;;1;;;;;;;;2;;;;;4;;;2;;2;2;1;1;5;;;;;;2;;;2;;;1;;1;;;;1;;;1;3;;;2;;;;;;;;;;;1;;;;;;;136
24407-6030;20130101;insucesso;3;2;3;3;22;;;2;1;1;;3;1;1;;;;;;;6;;;3;;;;1;1;;;;;;;;4;;;;;13;2;2;2;1;1;1;1;1;1;1;1;;3;;2;5;1;;;1;1;;;;;;1;;;;;;6;1;;;3;1;;1;;;;;;1;;;;;;1;;1;1;17;1;1;;;;6;;;1;;;;;;1;1;1;1;;;1;4;;;4;;1;;;;16;3;1;1;;;4;1;1;1;1;;1;1;1;1;;;3;2;2;3;4;;;;2;2;1;1;;;2;1;;;6;1;;;;6;6;229
25326-4114;20120101;insucesso;;;;;13;;;;;;;1;1;;;;;;;1;4;;;3;1;;1;;;;;1;1;1;;;;;;;;3;;;;2;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;3;1;;;1;;;;;;;;;;;;;;2;1;;1;1;11;;;1;;;6;;1;3;;1;;;;;;1;1;1;1;;1;;;1;;1;1;1;1;1;;;;;;1;;;1;;;1;;1;1;1;1;;;;;3;3;2;;1;1;1;;;;;;;;2;;;;;;;100
