IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
35866-5489;20120202;SUCESSO;1;;1;1;147;10;1;5;;;;75;24;16;6;4;1;;;2;;32;4;6;2;1;;;1;1;;;;2;2;8;3;3;;4;4;2;2;7;;;;;;;;;;;;;1;;;31;16;7;4;4;6;3;3;1;;;2;1;;;1;3;97;32;2;2;25;9;3;5;2;1;;;;;4;;;1;1;2;;;;;63;;1;6;;4;11;;1;5;1;3;2;2;;2;2;2;2;;;;3;;;3;2;;;;;6;3;3;;;;;1;;;;;;;;;;;1;;;1;8;4;;2;1;2;1;2;4;3;16;10;8;5;10;4;4;3;3;;;867
35908-5490;20120202;insucesso;1;;1;1;8;;;1;;;;;;;;;;;;;;2;;1;;;;;1;1;;;;;;;;;;;;;;3;1;1;1;1;;1;1;;;;;1;1;;1;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;1;1;1;;;;;10;;;1;;;4;;1;1;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;1;;1;;;;;;;;;;;;;;;;;;;60
35908-5799;20130101;insucesso;2;1;1;;7;;;1;;;;1;1;;;;;;;;;6;;3;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;6;2;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;3;2;;;2;;;;;;;;;;;;;;;;;55
35920-5490;20120202;SUCESSO;2;;2;2;35;6;2;2;1;2;;1;;1;;1;;;;;;12;1;2;;;;;6;5;3;2;;;;2;;;;;;;;6;2;2;2;4;;;;;;;;;3;;;3;1;;;1;3;1;2;1;1;1;;;;;;;4;1;;;1;;;1;;;;;;;;;;;;;;;;;50;2;1;1;;;8;;;3;;1;1;;;;;;;;;;16;;1;13;;8;6;4;4;23;5;2;;2;2;;15;3;;9;2;6;1;5;;2;;2;;;2;;;;;;;;;3;2;24;1;;;5;;1;1;1;1;;369
35936-5489;20120202;insucesso;;;;;12;;;;;;;;;;;;;;;;;5;;2;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;11;1;;;;;4;;;;;;;;;;;1;1;;;;1;;;1;1;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;4;1;1;1;4;;;;2;;;67
35936-6400;20130102;insucesso;;;;;4;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14
35950-5799;20130101;insucesso;1;1;;;18;1;;1;;;;1;;;;;;;;;;4;;3;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;1;1;1;;;;;1;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;11;;;1;;1;3;;1;1;;;;;;1;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;66
35950-6590;20130201;SUCESSO;1;;1;1;29;1;1;2;;;;1;;;;;;;;;;2;;2;1;1;;;;;;;;;;;;;;1;1;1;1;4;1;1;1;;;;;1;;;;;;;;4;1;1;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;5;;;3;;1;1;1;;;;1;1;1;;;2;;;1;;1;1;1;1;7;1;;;;;;1;1;;1;1;1;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;115
35962-5384;20120202;insucesso;2;1;1;;24;3;2;8;1;1;1;2;2;;;;;;;;1;9;;1;;;;1;;;;;;;;;;;;;;;;10;1;1;;2;;;;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;3;3;1;1;;;;;;;;;;;;;;;;;1;;;;12;;;1;1;;1;;;;;;;;;;;1;1;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;112
35962-6401;20130102;insucesso;2;1;1;1;15;1;;3;;;;2;;2;;;;1;;;;6;;2;1;1;;;;;;;;1;;1;;;;;;;;6;;;;1;;;;;1;1;1;;;;;8;1;;;;;;;;;;4;4;;1;;;7;;;;7;;;;;;;4;4;;;;;;;;1;1;;;9;;2;;;;2;1;;1;;1;;;;;;2;;;;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;1;;;1;1;;;;;2;1;1;1;;;;128
35962-6895;20130201;insucesso;2;1;1;1;16;5;;1;1;;;1;;1;1;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;4;;;;3;;;;;1;1;1;;;;;1;1;;;1;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;6;;2;;;;;;;;;;;;;;;;;;;;1;;;1;;1;1;1;;1;1;1;;;;;1;1;1;1;1;1;1;;;;;2;1;1;1;;;;;;;;;2;1;;;;;1;;1;1;;;;86
35966-5384;20120202;SUCESSO;1;1;;;74;3;;11;3;;;32;;31;5;9;3;4;4;;;9;1;4;2;;;;2;2;1;1;;2;2;;;;;4;4;7;7;14;;;;6;;1;;;1;1;1;1;;;;65;19;4;2;5;26;6;13;5;3;1;6;6;2;;2;5;49;3;;;40;7;2;15;7;2;;4;4;2;1;;;2;2;;;;;;21;1;;2;;1;9;;;5;;3;1;;;1;;3;1;1;;;6;;1;4;;2;2;;;7;;;;;;;2;;;2;;;;;;;;1;1;1;;8;;1;3;2;4;3;4;;;;;;;;;;;;;;667
35972-5489;20120202;SUCESSO;1;;1;1;18;1;1;1;;;;2;;;;;;;;1;;5;1;2;1;;;;;;;;;;;;;;;1;1;1;1;2;1;1;1;1;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;7;2;;;2;;;;;;;;;;1;1;;;;2;;;;;10;;1;2;;;3;;1;1;;;;;;;;1;1;1;;;5;;;5;;3;1;;;12;1;;;;;;5;1;;1;;;;;;;;1;;;1;2;;;1;;;;;;;;;;;;;;;;;;127
35990-5489;20120202;SUCESSO;1;;1;1;58;3;;4;4;;;8;;8;1;3;1;4;2;;;22;1;5;3;2;;1;1;1;1;1;;1;1;5;1;1;;1;1;2;2;6;1;1;1;5;;;;;;;;;;;;13;4;1;1;2;6;3;3;2;1;;7;3;2;;;;12;7;;3;10;1;;5;2;1;;5;3;2;;;;;;;;;;;54;2;1;2;;1;17;;;9;;3;1;1;;;;1;;;;;7;;;5;1;3;1;1;1;5;4;1;;1;1;;3;3;1;1;;1;;1;;1;1;1;;;1;;;;;;2;;2;2;1;13;1;;;5;;1;1;1;;;431
36041-5490;20120202;SUCESSO;1;;1;1;24;1;1;1;;2;;;;;;;;;;;1;9;;3;3;3;;2;1;1;;;;;;1;1;1;;;;;;2;1;1;1;1;;;;1;;;;;2;;;4;;;;;1;;1;;;;1;1;;;;;3;;;;3;;;1;1;;;1;1;;;;;;;;3;;3;3;26;3;1;;;;6;;;4;;4;3;3;;1;1;3;2;1;;;6;;;5;;3;2;2;1;7;1;1;;;;;4;1;1;2;;2;;1;;1;;1;;;1;;;;;;;;;2;2;4;;;;4;;2;2;1;;;211
36054-5384;20120202;SUCESSO;1;;1;1;20;1;1;3;;2;;2;1;1;;;;;;;;8;;4;;;;;5;4;1;1;;;;;;;;1;1;;;8;;;;1;;;;;;;;;3;;2;3;;;;;2;;1;1;1;1;;;;;1;;4;1;1;;3;;;2;1;1;1;;;;;;;;;;;;;;28;2;;;;;12;;;6;;1;;;;2;2;3;3;1;;;11;;1;11;1;5;3;2;1;22;3;2;;1;1;;7;1;;4;1;4;1;3;;1;1;1;;;1;;;;;;;;;2;1;3;;;;2;;1;1;;;;256
36057-5384;20120202;insucesso;1;;1;1;15;1;1;2;1;;;2;;1;1;;;;;1;;6;;;;;;1;1;;;;;;;1;;;;1;1;;;4;1;1;1;1;;;;;;;;;;;;3;2;1;;;2;;;;;;;;;;;;5;1;;;3;1;;2;;;;;;;1;1;;;;;;;;;14;;2;;;;;;;;;;;;;;;1;1;;;;2;;1;1;;;;;;2;;;;;;;;;;;;;;;;;;1;;;1;2;1;;;1;;;;;;;;;;1;;;;;;;100
36058-5490;20120202;SUCESSO;1;1;;;51;9;4;1;;4;;5;;2;;;;1;;3;;14;;6;2;1;;1;;;;;;1;1;4;;;;;;;;4;;;;;;;;;;;;;4;;1;11;;;;;4;;2;1;;;3;2;1;;2;2;16;1;;;11;;;4;2;1;;3;2;1;5;4;;1;;;;;;;40;1;;2;;1;12;;;3;;1;1;1;;;;1;;;;;11;;;6;;5;1;;;19;1;1;;;;;13;1;1;2;;1;;1;;2;1;1;1;1;;4;;;;;1;1;1;;;8;2;;;4;;;;1;1;;355
36066-6030;20130101;insucesso;;;;;9;;;;;;;;;;;;;;;;;5;;2;2;1;;1;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;1;;8;;;;;;4;;;3;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;2;;;;1;;;53
36089-5384;20120202;insucesso;;;;;14;1;;;;;;3;1;;;;;;;;;7;;2;;;;;;;;;;;;;;;;1;1;;;3;;;;1;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;4;2;2;;;;;;;;;;;;;;;;;1;;;;;17;1;1;;;;4;;;;;;;;;;;;;;;;1;;;1;;1;;;;3;;;;;;;3;;;;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;85
36099-5061;20120201;insucesso;1;1;;;33;;;2;;;;3;;1;;1;;;;;;3;;1;;;;;1;1;1;;;;;1;1;;;1;1;;;7;;;;1;;2;;2;1;1;1;;;;;5;;;;;3;;1;;;;;;;;1;;8;;;;5;;;3;1;;;;;;;;;;;1;1;1;;;20;;1;1;;1;7;1;1;1;;1;;;;1;1;2;1;;;;4;;;3;;1;1;1;;6;1;;;1;1;1;2;1;;2;1;1;1;;;1;1;1;1;1;;2;;;;1;;;;1;1;;;;;2;;1;1;;;;179
36099-6895;20130201;insucesso;1;1;;;15;1;;;;;;2;;1;;;;;;;;6;;2;;;;1;;;;;;;;;;;;1;1;;;2;;;;;;;;;1;1;1;;;;;3;;;;;;;;;;;;;;;1;;5;1;;1;3;;;;;;;;;;;;;;;;;;;;15;;;2;;2;5;;1;1;;;;;;;;1;1;;;;4;;;4;;2;;;;7;;;;;;;3;;;1;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;103
36123-5384;20120202;insucesso;;;;;16;2;;3;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;5;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1;;;;;6;;;5;;2;1;1;1;;;;;;;5;1;;;1;;1;1;1;1;1;;;;;;;1;;;1;;1;;1;1;3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;85
36130-6401;20130102;insucesso;1;;1;1;25;2;;4;2;8;7;4;;4;;3;;1;;;;2;;;;;;;;;;;;;;1;1;;;;;;;13;;;;4;;;;;;;;;8;1;7;11;2;;;;10;;6;4;;;3;3;;;;;6;2;;;6;;;6;4;4;;2;2;;1;;;;;;;;;;11;1;;;;;;;;;;;;;;;;1;1;;;;1;;;1;;;;;;7;;;;;;;2;;;1;;1;;1;;;;1;;;1;;;;;;;;;1;1;;;;;2;;1;1;;;;208
36131-5489;20120202;insucesso;;;;;37;3;2;2;1;1;;1;;1;1;;;;;;1;13;1;7;1;;;1;2;1;1;;;;;1;;;;1;1;;;5;;;;1;1;;1;1;;;;;2;2;1;9;1;1;;;;;;;;;2;2;;;;;14;3;;;9;1;;;;;;2;2;;;;;;;;2;1;1;1;42;3;2;3;;1;14;;1;5;;3;3;2;2;1;1;2;2;1;;;7;1;;5;;4;2;;;6;1;;;;;1;5;1;;3;1;1;;1;;2;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;278
36131-6030;20130101;insucesso;1;;1;1;42;3;2;3;2;3;;2;;;;;;;;;1;16;1;7;6;2;1;;3;2;2;;;;;;;;;1;1;;;7;1;1;1;4;2;;;;;;;;3;2;;6;2;;;1;;;;;;;2;;;;;;8;;;;5;2;;;;;;2;;;;;3;;;1;5;1;3;3;52;1;2;1;;1;20;1;;10;;3;2;2;2;1;1;2;2;1;1;;13;3;1;9;1;5;3;2;1;15;2;1;;1;;;5;;;3;;2;;1;1;;;1;;;1;1;;;1;;;;;;;;;;;;;;;;;;346
36137-5384;20120202;insucesso;1;1;;;20;5;3;2;;1;1;;;;;;;;;;;9;;4;2;;;;;;;;4;;;;;;;;;;;5;;;;3;2;1;;;1;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;1;;;;6;;;2;;;;;;1;1;1;1;1;1;;1;;;1;;1;1;1;;1;;;;;;1;1;;;1;;1;;;;;;1;1;1;;5;;1;;;;;;;;;;;;;;;;;;;118
36139-5384;20120202;insucesso;1;;1;1;28;;;2;;;;7;;4;;2;;1;;;;2;1;;;;;1;2;2;1;;1;;;1;1;;;;;;;7;1;1;1;1;;;;;;;;;;;;18;2;1;;;7;;3;1;;;2;1;;;1;;18;;;;10;;;3;2;;;1;1;;4;3;;2;;;;;;;15;;1;3;;2;4;1;2;;;;;;;;;1;1;;;;4;;1;3;;2;1;1;;5;2;1;;2;2;;3;2;1;1;1;1;1;;;2;;1;;;1;7;1;;;;;;;3;3;;;;;3;;3;3;;;;241
36139-6030;20130101;SUCESSO;1;;1;1;59;;;3;;;;8;;1;;1;;;;;;6;;1;;;;;7;5;;;2;;;2;;;;2;2;3;3;11;1;1;1;2;;1;;;;;;;;;;14;1;;;;4;;1;1;1;;3;2;;;;;25;;;;7;;;2;1;1;1;2;1;;2;1;;2;1;;;;;;23;;1;2;;;4;;;1;;;;;;1;1;1;1;;;;12;;;9;2;1;1;;;25;4;2;;1;1;;3;2;;2;2;;;;;;;1;;;1;7;1;;;;;;;2;2;11;2;2;2;8;;2;2;;;;343
36145-5384;20120202;insucesso;;;;;17;;;5;;;;;;;;;;;;;;5;;4;2;1;;;1;;;;;;;3;;;;;;;;5;;;;;;;1;;;;;;3;2;1;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;7;;;1;;;5;;1;3;;1;;;;1;1;1;1;1;;;4;1;;2;;2;;;;6;1;1;1;;;;4;1;1;;;;;;;;;;;;;1;;;1;;;;;;;12;3;3;1;3;1;;;;;;126
36159-5490;20120202;SUCESSO;1;1;;;21;;;1;;;;1;;;;;;;;1;;7;;1;;;;;;;;;;;;4;1;1;;2;2;;;4;;;;;;;;1;1;1;1;;1;;;1;;;;;1;;;;;;;;;;;1;7;2;;;1;;;1;;;;;;;1;;;;;;;;;;25;;;;;;5;;;4;;3;2;2;;;;1;;;;;4;;1;2;;1;;;;5;;;;;;;1;;;;;;;;;;;1;1;1;;1;;;;;;;;1;1;18;2;1;1;5;2;1;1;1;2;;164
36170-5384;20120202;SUCESSO;1;;1;1;11;;;1;;;;;;;;;;;;;;4;1;1;;;;;;;;;;;;;;;;;;;;4;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;4;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;40
36173-5489;20120202;insucesso;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;1;1;;1;;3;;;1;;;;;;;;;;;;;;1;1;;;;1;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;30
36189-5490;20120202;SUCESSO;1;1;;;11;;;1;;;;1;;;;;;;;;;5;;2;1;;;;;;;;;;;1;1;1;;;;;;2;;;;;;;;2;1;1;1;;;;;2;;;;;1;;1;;;;;;;;1;;2;;;;1;;;1;1;;;;;;;;;;;;;;;;15;;2;;;;5;;;3;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;2;2;;;;;2;;2;2;;;;86
36194-5489;20120202;insucesso;;;;;19;;;;;;;1;;1;;1;;;;;;7;;2;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;1;;;;;;;;3;;;;;2;;1;;;;;;;;2;;3;;;;3;;;2;1;;;;;;;;;;;;;;;;23;;1;1;;1;8;;;3;;1;1;1;1;1;;3;1;;;1;5;;1;2;;;;;;2;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;;;;;;7;2;;;1;;;;1;1;1;124
36244-5490;20120202;insucesso;1;1;;;42;;;3;;1;;;;;;;;;;;1;7;1;3;2;;;;;;;;;15;;2;1;;;2;2;3;3;5;;;;1;;;;3;1;1;1;12;3;;1;16;;;;;1;;1;;;;;;;;;3;14;1;;;5;;;;;;;;;;2;;;;;4;2;;2;1;32;;1;1;;1;7;1;;3;;1;;;;1;;1;;;;;3;;1;2;;1;;;;2;;;;;;;1;;;;;;;;;1;;1;1;1;;24;;9;;2;17;16;11;2;1;24;7;4;;5;;1;1;1;1;1;360
36259-5490;20120202;insucesso;1;;;;25;2;1;1;;;;2;;1;1;;;;;;;10;;1;;;;;1;1;;;;;;2;1;;;;;;;2;;;;1;;;;;;;;;;;;5;2;;;;1;;;;;;;;;;;;6;;;;4;2;;1;;;;;;;;;;1;;;;;;;42;1;;;;;5;;;2;;1;1;;;1;1;5;4;1;1;;8;;1;5;1;1;1;1;;7;3;2;;;;1;1;1;1;1;1;1;1;;;;;1;1;;;;;;;;;;;3;2;;;;;3;1;2;2;;1;;194
36259-6590;20130201;insucesso;1;1;;;11;1;;1;;;;1;;;;;;;;;;4;;1;1;1;;;;;;;;;;;;;;1;1;;;6;;;;1;1;1;1;;1;1;1;;2;;2;1;;;;;1;;;;;;;;;;;;3;1;;1;1;;;1;;;;;;;;;1;;;;1;;1;;4;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;64
36278-5490;20120202;insucesso;1;;1;1;26;;;;;;;2;;2;;;;;;;;12;;5;3;2;1;;;;;;;;;1;;;;;;;;3;1;1;1;;;;;;;;;;;;;13;1;;;1;6;;4;2;;;1;;;;1;;9;3;;2;7;;;3;1;;;;;;;;;;;;;;;;32;;2;;;;11;;;6;;3;2;2;2;;;;;;;;3;1;;2;;1;1;1;;5;1;;;;;;4;1;;4;1;3;1;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;209
36306-5490;20120202;insucesso;1;1;;;12;;;1;;1;;1;;1;;1;;;;;;4;;1;;;;;;;;;;3;;;;;;1;1;;;2;;;;;;1;;;1;1;1;1;2;;;4;;;;;2;;1;1;;;1;1;;;2;;3;;;;2;;;2;1;1;;;;;1;1;;1;1;;;;;;9;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;7;1;1;;;4;4;1;;;;;;;;;;;;;;96
36328-5061;20120201;insucesso;;;;;32;2;;5;2;1;;4;1;2;1;;;;;;;10;;2;1;1;;1;2;2;1;;;;;1;;;;1;1;1;1;12;;;;2;1;;4;1;;;;2;5;4;4;8;2;1;;;;;;;;;3;2;;2;;1;10;2;;;7;1;;;;;;1;;;;;1;;;;3;2;;;28;3;2;1;;1;11;;1;3;;3;;;;2;2;5;4;1;;;8;1;;7;1;2;1;;;22;3;1;;1;1;;9;2;1;3;1;2;1;1;;1;;;;;;5;2;;;;;;;;;3;2;2;2;1;;;;;;;309
36331-4917;20120201;SUCESSO;3;2;1;1;51;2;;2;;2;;9;2;6;2;;;1;1;;2;13;1;2;;;;;2;1;;;;2;2;2;1;1;;6;6;1;1;10;;;;2;;;;;1;1;1;;3;;1;14;3;;;1;1;;;;;;7;2;1;;;;27;7;1;;12;3;;1;;;;6;2;1;1;;;1;1;3;11;;8;3;43;;1;2;;1;10;;1;4;;2;1;;;;;;;;;;3;;;2;;1;1;1;;11;2;2;;;;;5;2;2;1;1;1;1;;;;;4;2;2;1;3;1;;1;;2;;2;6;6;31;10;4;2;7;1;3;3;;1;;457
36347-5799;20130101;insucesso;1;1;;;22;;;2;;;;2;;1;;;;;;;;9;;3;1;;;1;2;2;2;;;;;;;;;;;;;3;;;;;;;;;1;1;1;;;;;2;;;;;;;;;;;;;;1;1;;5;;;;1;;;;;;;;;;;;1;1;;2;2;1;;;30;1;;;;;7;;;2;;;;;;;;2;2;2;1;1;6;;;5;;5;3;2;1;5;3;1;1;1;1;;5;3;1;3;2;2;2;1;;3;3;1;1;1;;2;;;1;;;;;2;2;;;;;3;;2;2;;1;;197
36350-5799;20130101;insucesso;;;;;16;1;1;1;1;;;4;2;2;;;;;;;;6;;3;1;1;1;1;1;1;1;;;;;1;;;;;;;;2;;;;1;1;;;;;;;1;;;;2;;;;;;;;;;;1;;;;;;6;4;3;3;2;;;;;;;1;;;;;;;;1;;;;;22;;1;2;1;;5;1;1;2;;1;1;1;1;;;1;1;;;;1;;;1;1;1;;;;1;1;;;1;1;;1;;;;;;;;;;;;;;;4;;1;;;;;;;;2;;;;3;;;;1;;;134
36352-5489;20120202;insucesso;;;;;11;1;1;;;;;;;;;;;;;;;5;;2;;;;;1;1;;;;;;;;;;;;;;1;;;;;;1;;1;;;;;;;;1;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;1;;1;;;;;18;;1;1;;;7;1;1;3;;1;;;;;;;;;;;2;;;2;;1;;;;4;;;;;;1;2;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;80
36383-5490;20120202;insucesso;;;;;23;;;2;;1;;;;;;;;;;;;9;;3;2;1;1;;;;;;;;;3;1;;;;;;;2;;;;;;;;1;;;;;1;1;;7;1;;;;3;;2;1;;;1;1;;1;;;5;;;;5;;;1;1;1;;1;1;;;;;;;;1;;1;1;17;;;;;;4;;;2;;1;1;1;;1;1;1;1;1;1;;1;;;1;;1;1;1;;1;;;;;;;1;;;1;;1;;;;;;;;;;3;1;;;2;;;;1;1;17;1;;;3;;1;1;;;;158
36383-6401;20130102;SUCESSO;1;1;;;23;2;;4;;1;;1;;1;;;;;;;4;3;;2;1;1;;;;;;;;;;3;1;1;;;;;;5;;;;1;;;;;1;1;1;;2;;1;15;2;;;;4;;1;;;;8;5;1;;;;13;1;;;13;2;;3;1;;;7;4;1;;;;;;1;8;;8;8;3;;;1;;1;2;;1;1;;1;1;1;;1;1;1;1;1;;;2;;;2;;2;;;;2;1;;;;;;2;1;;;;;;;;;;1;1;1;;1;;;;;1;;;3;3;13;3;1;1;5;1;2;2;2;2;;240
36400-5490;20120202;insucesso;1;;1;1;10;;;;;;;;;;;;;;;;;5;;2;1;;;;;;;;;;;;;;;;;;;3;1;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;1;;;;3;;;1;;;;;;;;2;1;1;;;2;1;;1;;1;;;;1;1;1;1;;;;1;1;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;67
36400-5799;20130101;SUCESSO;1;1;;;33;1;;2;1;;;4;;2;;1;1;;;;;14;;4;2;;;2;5;5;3;3;;;;2;1;1;;1;1;;;2;;;;2;;;;;1;1;1;;;;;5;3;1;1;1;3;2;1;;;;1;;;;;;6;;;;4;1;;2;1;;;;;;;;;;;;;;;;21;2;;1;;1;5;;;2;;;;;;;;3;3;3;;;8;;;8;1;6;5;4;2;9;7;3;;5;5;;7;6;3;5;5;4;4;2;;1;1;1;1;1;;;;;;;;;;3;2;2;;;;3;;2;2;1;;;290
36413-5489;20120202;SUCESSO;2;1;1;1;22;1;1;2;;;;1;1;;;;;;;;;11;;1;;;;1;;;;;;;;2;2;2;;;;;;2;1;1;1;1;;1;;;1;1;1;;;;;3;2;;;;;;;;;;;;;;;;6;1;;;2;1;;;;;;;;;;;;;;1;;;;;17;;1;2;;1;2;;1;;;;;;;;;1;;;;;2;;;1;;1;;;;1;;;;;;;1;;;;;;;;;;;2;1;1;1;1;;;1;;;;;2;2;;;;;2;;2;2;;;;126
36430-5489;20120202;insucesso;;;;;6;;;;;;;;;;;;;;;;;3;;3;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;2;;;;1;;;1;;;;;;;;;;1;;;;;;;4;;1;1;;1;3;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36
