71;14 -2
72;14 -2
73;14 -1 41 -1 41 -1 41 -1 41 -2
74;41 -1 41 -1 41 -2
75;14 -1 2 -2
76;41 -2
77;14 -2
78;41 -2
79;14 -2
80;2 -1 14 -1 41 -1 41 -1 41 -2
81;41 -1 41 -1 41 -1 41 -1 41 -1 41 -1 41 -1 38 -2
138;14 -1 2 -1 2 -1 31 -1 31 -2
139;14 -2
140;14 -2
141;31 -1 30 -1 14 -1 2 -1 2 -2
142;14 -1 2 -1 41 -1 41 -1 38 -2
297;14 -1 2 -2
298;41 -2
299;2 -2
300;14 -1 41 -2
301;14 -1 7 -1 6 -2
302;6 -2
303;6 -2
304;6 -2
305;14 -2
306;2 -2
307;14 -2
308;41 -2
309;7 -1 7 -1 7 -2
310;7 -1 5 -1 5 -1 5 -2
311;5 -2
312;14 -2
313;14 -1 41 -2
314;2 -1 2 -2
315;14 -2
316;14 -2
317;2 -2
318;14 -1 41 -1 41 -1 41 -1 41 -1 41 -2
319;2 -2
320;14 -1 41 -1 2 -2
321;14 -1 31 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 14 -1 31 -1 41 -2
322;14 -1 31 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -1 30 -2
323;2 -1 2 -2
324;31 -1 30 -2
325;17 -1 30 -1 30 -2
635;14 -2
636;17 -1 30 -2
637;17 -1 30 -1 28 -1 30 -2
638;14 -1 31 -1 30 -1 30 -1 14 -1 2 -1 2 -1 31 -1 41 -2
639;30 -2
640;17 -1 30 -2
641;14 -1 2 -2
642;3 -1 2 -1 2 -1 2 -2
643;30 -2
689;14 -1 41 -2
690;41 -2
691;2 -2
692;41 -2
693;14 -1 2 -2
694;2 -2
695;14 -2
696;2 -2
697;14 -1 41 -2
698;41 -2
699;41 -2
700;2 -1 2 -2
701;41 -2
970;14 -1 2 -1 2 -1 31 -1 30 -1 30 -2
971;2 -1 14 -1 41 -2
972;14 -1 31 -1 30 -1 14 -1 31 -1 30 -2
973;17 -1 30 -2
974;14 -1 31 -2
975;14 -1 31 -1 30 -2
976;14 -1 31 -1 48 -1 29 -2
977;14 -1 31 -1 30 -2
978;14 -1 31 -1 30 -2
979;30 -2
980;14 -1 2 -2
981;14 -1 2 -1 31 -1 30 -1 41 -2
982;14 -1 31 -1 30 -2
983;41 -1 2 -2
984;41 -2
985;14 -2
1183;14 -1 2 -1 2 -1 31 -1 30 -1 31 -2
1184;41 -1 31 -1 32 -2
1185;31 -2
1186;14 -1 41 -1 31 -1 2 -1 41 -1 2 -1 2 -2
1187;46 -1 1 -1 2 -1 3 -1 14 -1 2 -1 7 -1 7 -1 31 -1 5 -1 48 -1 5 -2
1188;14 -1 31 -1 2 -2
1189;14 -2
1190;14 -2
1191;14 -1 2 -1 14 -1 14 -2
1192;14 -2
1274;17 -1 30 -2
1275;17 -1 30 -2
